Eye Salvation - Dark;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/Eye%20Salvation%20-%20Dark.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Fairyfloss {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/fairyfloss.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/assets/themes/fairyfloss.png'>link</a>;from the rsthemes package
Fairyfloss Dark;<a href='https://github.com/Z3tt/fairlyfloss-dark'>link</a>;<a href='https://raw.githubusercontent.com/Z3tt/fairlyfloss-dark/master/fairyfloss_dark.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/Z3tt/fairlyfloss-dark/master/img/fairlyfloss-dark.png'>link</a>;based on the fairlyfloss theme but a bit less candy and pastel - more a late evening dream 
Fairyfloss Dark 2020;<a href='https://github.com/Z3tt/fairlyfloss-dark'>link</a>;<a href='https://raw.githubusercontent.com/Z3tt/fairlyfloss-dark/master/fairyfloss_dark_2020.rstheme'>link</a>;TRUE;<a href=''>link</a>;darker remix version of the Fairyfloss Dark theme 
Fringe;<a href='https://github.com/eviolette/RStudioThemes'>link</a>;<a href='https://raw.githubusercontent.com/eviolette/RStudioThemes/master/Fringe.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/eviolette/RStudioThemes/master/Fringe/Fringe.png'>link</a>;a dark mint theme for RStudio
Github Dark;<a href='https://github.com/rtjohnson12/rstudio-themes'>link</a>;<a href='https://raw.githubusercontent.com/rtjohnson12/rstudio-themes/master/src/github-dark.rstheme'>link</a>;TRUE;<a href=''>link</a>;A Total IDE build of the GitHub Dark theme for RStudio
Grubber;<a href='https://github.com/RobertMyles/grubber'>link</a>;<a href='https://raw.githubusercontent.com/RobertMyles/grubber/master/Grubber.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/RobertMyles/grubber/master/grubber.png'>link</a>;a dark theme with red, green, orange and turqoise highlights
Grubbermine;<a href='https://github.com/echaritos/MyRstudioThemes'>link</a>;<a href='https://raw.githubusercontent.com/echaritos/MyRstudioThemes/master/Grubbermine.rstheme'>link</a>;TRUE;<a href=''>link</a>;from a small personal collection of themes
gruboxr;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/gruvboxr.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
gruvbox2;<a href='https://github.com/mattdube/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/mattdube/rstudio_themes/master/gruvbox2.tmTheme'>link</a>;TRUE;<a href=''>link</a>;part of a small theme collection
gruvbox3;<a href='https://github.com/mattdube/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/mattdube/rstudio_themes/master/gruvbox3.tmTheme'>link</a>;TRUE;<a href=''>link</a>;part of a small theme collection
gruvboxr;<a href='https://github.com/tallguyjenks/gruvboxr'>link</a>;<a href='https://raw.githubusercontent.com/tallguyjenks/gruvboxr/master/inst/resources/gruvboxr.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/tallguyjenks/gruvboxr/master/inst/media/preview.png'>link</a>;a theme based on the gruvbox color scheme for vim
Hacker Green;<a href='https://github.com/jsta/hacker_green'>link</a>;<a href='https://raw.githubusercontent.com/jsta/hacker_green/master/hacker_green.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/jsta/hacker_green/master/screenshot.png'>link</a>;green font on black (without real syntax highlighting)
Happy Fall Y'All;<a href='https://github.com/EFTitus/RStudioThemes'>link</a>;<a href='https://raw.githubusercontent.com/EFTitus/RStudioThemes/master/Happy%20Fall%20Y'all.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of the theme repository by EFTitus
Horizon Dark {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/horizon-dark.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/assets/themes/horizon_dark.png'>link</a>;from the rsthemes package
Horizon Synthwave {custom-rsthemes};<a href='https://github.com/seanlaidlaw/HorizonSynth-Rstudio-Theme'>link</a>;<a href='https://raw.githubusercontent.com/seanlaidlaw/HorizonSynth-Rstudio-Theme/master/Horizon-Synthwave.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/seanlaidlaw/HorizonSynth-Rstudio-Theme/master/img/rstudio_themed.png'>link</a>; I needed a dark Rstudio theme that didn't look like an early 2000s application but like my code to really glow.
IceWorld - Night;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/IceWorld%20-%20Night.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Ital Night Owl;<a href='https://github.com/batpigandme/night-owlish'>link</a>;<a href='https://raw.githubusercontent.com/batpigandme/night-owlish/master/rstheme/ital-night-owl.rstheme'>link</a>;TRUE;<a href=''>link</a>;an adaptation of the Night Owl VS Code Theme
KindOfDark / OneHalfLight;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/KindOfDark.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
KindOfGruvbox / gruvbox;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/KindOfGruvbox.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Kiss;<a href='https://github.com/rileytwo/kiss'>link</a>;<a href='https://raw.githubusercontent.com/rileytwo/kiss/master/rstudio/kiss.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/rileytwo/kiss/main/inst/RStudio-1.png'>link</a>;based on a warm theme for Visual Studio Code
Kosmosepralle;<a href='https://github.com/mvainre/Kosmosepralle'>link</a>;<a href='https://raw.githubusercontent.com/mvainre/Kosmosepralle/main/Kosmosepralle.tmTheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/mvainre/Kosmosepralle/main/Illustration.PNG'>link</a>;dark theme with colourful accents
Limelight;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/Limelight.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Material;<a href='https://github.com/lusignan/RStudio-Material-Theme'>link</a>;<a href='https://raw.githubusercontent.com/lusignan/RStudio-Material-Theme/main/material.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/lusignan/RStudio-Material-Theme/main/img/material-preview.png'>link</a>;port of the Visual Studio Code Material theme in five variants
Material-Theme-Darker;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/Material-Theme-Darker.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Material Darker;<a href='https://github.com/lusignan/RStudio-Material-Theme'>link</a>;<a href='https://raw.githubusercontent.com/lusignan/RStudio-Material-Theme/main/material-darker.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/lusignan/RStudio-Material-Theme/main/img/material-darker-preview.png'>link</a>;port of the Visual Studio Code Material theme in five variants
Material MM;<a href='https://github.com/mikmart/rs-themes'>link</a>;<a href='https://raw.githubusercontent.com/mikmart/rs-themes/master/material-mm.rstheme'>link</a>;TRUE;<a href=''>link</a>;a modified version of the Material theme
Material Ocean;<a href='https://github.com/lusignan/RStudio-Material-Theme'>link</a>;<a href='https://raw.githubusercontent.com/lusignan/RStudio-Material-Theme/main/material-ocean.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/lusignan/RStudio-Material-Theme/main/img/material-ocean-preview.png'>link</a>;port of the Visual Studio Code Material theme in five variants
Material Oceanic Next;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/Material%20Oceanic%20Next.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Material Palenight;<a href='https://github.com/lusignan/RStudio-Material-Theme'>link</a>;<a href='https://raw.githubusercontent.com/lusignan/RStudio-Material-Theme/main/material-palenight.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/lusignan/RStudio-Material-Theme/main/img/material-palenight-preview.png'>link</a>;port of the Visual Studio Code Material theme in five variants
Material Theme Darker;<a href='https://github.com/studioljw/darkRstudio'>link</a>;<a href='https://raw.githubusercontent.com/studioljw/darkRstudio/master/materialThemeDarker.rstheme'>link</a>;TRUE;<a href=''>link</a>;darker version of RStudio's Material theme
matrix_glow;<a href='https://github.com/AlessioMR/matrix_glow'>link</a>;<a href='https://raw.githubusercontent.com/AlessioMR/matrix_glow/master/matrix_glow.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/AlessioMR/matrix_glow/master/matrix_glow_Rscript_pic.PNG'>link</a>;a custom theme in the style of the film Matrix (including some glow effects)
mayukai-mirage-darker;<a href='https://github.com/graiffgarcia/ayu-ish-rstudio'>link</a>;<a href='https://raw.githubusercontent.com/graiffgarcia/ayu-ish-rstudio/master/rstheme/mayukai-mirage-darker.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/graiffgarcia/ayu-ish-rstudio/master/assets/mayukai-mirage-darker.png'>link</a>;part of an ayu-ish theme collection by graiffgarcia (which is a port of the Ayu sublime theme)
Mojave Dark;<a href='https://github.com/patrickshox/Mojave-Dark-RStudio-Theme'>link</a>;<a href='https://raw.githubusercontent.com/patrickshox/Mojave-Dark-RStudio-Theme/master/Mojave%20Dark.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/patrickshox/Mojave-Dark-RStudio-Theme/master/Demo%20Images%20and%20Gifs/Main.png'>link</a>;dark styles across the entire IDE, not just the editor
Monokai_Mod;<a href='https://github.com/gu-stat/RStudio_Theme'>link</a>;<a href='https://raw.githubusercontent.com/gu-stat/RStudio_Theme/master/monokai_mod.rstheme'>link</a>;TRUE;<a href=''>link</a>;adapted from the standard Monokai theme in RStudio
MusicForProg / Monokai Datashat Edit;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/MusicForProg.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Mxblsdl;<a href='https://github.com/mxblsdl/rstudio-theme'>link</a>;<a href='https://raw.githubusercontent.com/mxblsdl/rstudio-theme/master/mxblsdl.rstheme'>link</a>;TRUE;<a href=''>link</a>;variation on the material theme for RStudio
My Theme;<a href='https://github.com/brunaw/my-theme'>link</a>;<a href='https://raw.githubusercontent.com/brunaw/my-theme/master/my-theme.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/brunaw/my-theme/master/img/example.png'>link</a>;mixing pastel and strong colors
Necklace Contrast;<a href='https://github.com/basiliomp/r-custom'>link</a>;<a href='https://raw.githubusercontent.com/basiliomp/r-custom/master/necklace_contrast.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/basiliomp/r-custom/master/illustrative-screenshot.png'>link</a>;
Night Owl;<a href='https://github.com/batpigandme/night-owlish'>link</a>;<a href='https://raw.githubusercontent.com/batpigandme/night-owlish/master/rstheme/night-owlish.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/batpigandme/night-owlish/master/img/night-owlish-rstudio-full.png'>link</a>;an adaptation of the Night Owl VS Code Theme
Night Owl {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/night-owl.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/assets/themes/night_owl.png'>link</a>;from the rsthemes package
Nord-RStudio;<a href='https://github.com/max-alletsee/nord-rstudio'>link</a>;<a href='https://raw.githubusercontent.com/max-alletsee/nord-rstudio/master/nord-rstudio.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/max-alletsee/nord-rstudio/master/img/nord-rstudio-full.png'>link</a>;an arctic, north-bluish theme
Nord  (edavidaja);<a href='https://github.com/edavidaja/nord-rstudio'>link</a>;<a href='https://raw.githubusercontent.com/edavidaja/nord-rstudio/master/Nord.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/edavidaja/nord-rstudio/master/shiny.png'>link</a>;an arctic, north-bluish clean and elegant RStudio theme, based on the Sublime Text implementation
Nord (lusignan);<a href='https://github.com/lusignan/Nord-RStudio'>link</a>;<a href='https://raw.githubusercontent.com/lusignan/Nord-RStudio/master/Nord.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/lusignan/Nord-RStudio/master/Preview%20Nord%20RStudio.png'>link</a>;port of the Visual Studio Code Nord theme
Nord (WIP);<a href='https://github.com/janusvm/nord-rstudio'>link</a>;<a href='https://raw.githubusercontent.com/janusvm/nord-rstudio/master/Nord.rstheme'>link</a>;TRUE;<a href=''>link</a>;port of the Nord theme, work-in-progress according to the author
Nord One;<a href='https://github.com/jakubkovac/Linux_settings'>link</a>;<a href='https://raw.githubusercontent.com/jakubkovac/Linux_settings/master/nord_one.rstheme'>link</a>;TRUE;<a href=''>link</a>;a combination of Nord and (Atom's) One Dark theme
Nord Polar Night;<a href='https://github.com/siegerts/rstudio-nord-theme'>link</a>;<a href='https://raw.githubusercontent.com/siegerts/rstudio-nord-theme/master/Nord.tmtheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/siegerts/rstudio-nord-theme/master/rstudio-nord.png'>link</a>;based on the Nord Polar Night palette
Nord Polar Night Aurora {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/nord-polar-night-aurora.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/assets/themes/nord_polar_night_aurora.png'>link</a>;from the rsthemes package
Northern Lights;<a href='https://github.com/dgruenew/rstudio_custom_theme'>link</a>;<a href='https://raw.githubusercontent.com/dgruenew/rstudio_custom_theme/master/Northern_Lights.rstheme'>link</a>;TRUE;<a href=''>link</a>;
Oceanic - Eighties;<a href='https://github.com/gadenbuie/oceanic-eighties'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/oceanic-eighties/master/oceanic-eighties.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/oceanic-eighties/master/oceanic-eighties.png'>link</a>;a cool dark mode theme
Oceanic Plus {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/oceanic-plus.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/assets/themes/oceanic_plus.png'>link</a>;from the rsthemes package
One Dark (jealcalat);<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/One%20Dark.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
One Dark (rileytwo);<a href='https://github.com/rileytwo/rsthemes'>link</a>;<a href='https://raw.githubusercontent.com/rileytwo/rsthemes/master/One%20Dark.rstheme'>link</a>;TRUE;<a href=''>link</a>;port of the Atom One Dark theme
One Dark (tkrabel);<a href='https://github.com/tkrabel/rstudio_atom_theme'>link</a>;<a href='https://raw.githubusercontent.com/tkrabel/rstudio_atom_theme/master/atom.rstheme'>link</a>;TRUE;<a href=''>link</a>;port of the Atom One Dark theme
One Dark {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/one-dark.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/assets/themes/one_dark.png'>link</a>;from the rsthemes package
