One Dark Darker;<a href='https://github.com/rileytwo/rsthemes'>link</a>;<a href='https://raw.githubusercontent.com/rileytwo/rsthemes/master/One%20Dark%20Darker.rstheme'>link</a>;TRUE;<a href=''>link</a>;even darker version of the Atom One Dark theme
One Dark Pro;<a href='https://github.com/johnnybarrels/rstudio-one-dark-pro-theme/'>link</a>;<a href='https://raw.githubusercontent.com/johnnybarrels/rstudio-one-dark-pro-theme/master/OneDarkPro.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/johnnybarrels/rstudio-one-dark-pro-theme/master/img/rstudio-onedark.png'>link</a>;adapted from Mojave Dark - a total IDE based on Atom One Dark
One Dark Tomorrow;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/OneDarkTomorror.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
One Monokai;<a href='https://github.com/jcasasn/rstudio-theme-one-monokai'>link</a>;<a href='https://raw.githubusercontent.com/jcasasn/rstudio-theme-one-monokai/main/OneMonokai.tmTheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/jcasasn/rstudio-theme-one-monokai/main/screenshots/img1.png'>link</a>;based on the rscodeio theme
Outrun;<a href='https://github.com/camkay/outRun'>link</a>;<a href='https://raw.githubusercontent.com/camkay/outRun/master/outRun.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/camkay/outRun/master/example/outrun_theme_example.png'>link</a>;a theme inspired by the 1986 arcade racing game, based on the chaos editor theme
Panda Syntax;<a href='https://github.com/aecoleman/rstudio-themes'>link</a>;<a href='https://raw.githubusercontent.com/aecoleman/rstudio-themes/master/panda-syntax-13.rstheme'>link</a>;TRUE;<a href=''>link</a>;
PaperColor3;<a href='https://github.com/mattdube/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/mattdube/rstudio_themes/master/PaperColor3.tmTheme'>link</a>;TRUE;<a href=''>link</a>;part of a small theme collection
Pebble-dark;<a href='https://github.com/DesiQuintans/pebble-theme'>link</a>;<a href='https://raw.githubusercontent.com/DesiQuintans/pebble-themes/master/Pebble-dark.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/DesiQuintans/pebble-themes/master/images/pebble-dark.png'>link</a>;a dark theme based on Merbivore
Pebble-grey;<a href='https://github.com/DesiQuintans/pebble-theme'>link</a>;<a href='https://raw.githubusercontent.com/DesiQuintans/pebble-themes/master/Pebble-grey.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/DesiQuintans/pebble-themes/master/images/pebble-grey.png'>link</a>;a dark monochrome theme with bright comments
Pebble-Safe Dark;<a href='https://github.com/DesiQuintans/Pebble-safe'>link</a>;<a href='https://raw.githubusercontent.com/DesiQuintans/Pebble-safe/master/Pebble-Safe_Dark.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/DesiQuintans/Pebble-safe/master/_img/dark.png'>link</a>;a colourblind-safe theme based on Pebble. coming in a dark and a light variant
Poolside {rsthemes};<a href='https://github.com/nsgrantham/poolside-rstudio'>link</a>;<a href='https://raw.githubusercontent.com/nsgrantham/poolside-rstudio/main/poolside.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/nsgrantham/poolside-rstudio/main/poolside.png'>link</a>;a virtual vacation where the sun never sets
Prelude;<a href='https://github.com/lyriodendron/Prelude-Rstudio-theme'>link</a>;<a href='https://raw.githubusercontent.com/lyriodendron/Prelude-Rstudio-theme/main/prelude.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/lyriodendron/Prelude-Rstudio-theme/main/prelude_screenshot.png'>link</a>;dark theme with light purple accents
Qwick_Ambiance;<a href='https://github.com/qwickmalik/qwick_ambiance'>link</a>;<a href='https://raw.githubusercontent.com/qwickmalik/qwick_ambiance/main/qwick_ambiance.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/qwickmalik/qwick_ambiance/main/img/qwick_ambiance.png'>link</a>;remix of the Ambiance theme
rscodeio (anthonynorth);<a href='https://github.com/anthonynorth/rscodeio'>link</a>;<a href='https://raw.githubusercontent.com/anthonynorth/rscodeio/master/inst/resources/rscodeio.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/anthonynorth/rscodeio/master/inst/media/rscodeio.png'>link</a>;inspired by Visual Studio Code, the full package also modifies other RStudio interface elements
rscodeio (jealcalat);<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/rscodeio.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Solarized Dark {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/solarized-dark.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/assets/themes/solarized_dark.png'>link</a>;from the rsthemes package
Synthwave85;<a href='https://github.com/jnolis/synthwave85'>link</a>;<a href='https://raw.githubusercontent.com/jnolis/synthwave85/master/Synthwave85.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/jnolis/synthwave85/master/example.png'>link</a>;dark theme with a light glow effect, an interpretation of Synthwave84 for RStudio
SynthwaveBlack;<a href='https://github.com/roshandarji/synthwaveBLACK'>link</a>;<a href='https://raw.githubusercontent.com/roshandarji/synthwaveBLACK/master/SynthwaveBlack.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/roshandarji/synthwaveBLACK/master/synthwaveBLACK_example.png'>link</a>;based on the Synthwave85 theme, but with a pure black background and adjusted colors
Today;<a href='https://github.com/jasblue1/Rstudio-Theme'>link</a>;<a href='https://raw.githubusercontent.com/jasblue1/Rstudio-Theme/main/Today.rstheme'>link</a>;TRUE;<a href=''>link</a>;
Today_CUSTOM_MADE;<a href='https://github.com/jasblue1/Rstudio-Theme'>link</a>;<a href='https://raw.githubusercontent.com/jasblue1/Rstudio-Theme/main/TodayCustommade.rstheme'>link</a>;TRUE;<a href=''>link</a>;
Tomorrow Night Bright (rscodeio);<a href='https://github.com/anthonynorth/rscodeio'>link</a>;<a href='https://raw.githubusercontent.com/anthonynorth/rscodeio/master/inst/resources/rscodeio_tomorrow_night_bright.rstheme'>link</a>;TRUE;<a href=''>link</a>;version of the Tomorrow Night theme
Umi;<a href='https://github.com/braudm/rstudio_umi_theme'>link</a>;<a href='https://raw.githubusercontent.com/braudm/rstudio_umi_theme/master/Umi.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/braudm/rstudio_umi_theme/master/umi-theme_example.PNG'>link</a>;using various shades of green for syntax highlighting
vaporwave;<a href='https://github.com/cobriant/vaporwave.rstheme'>link</a>;<a href='https://raw.githubusercontent.com/cobriant/vaporwave.rstheme/main/vaporwave_theme.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/cobriant/vaporwave.rstheme/main/vapor_screenshot.png'>link</a>;rewind back in time with the funk of k-mart mix tapes. This macintosh plus inspired theme will put the elevator jazz back in your step.
Vibrant Ink SB 2;<a href='https://github.com/captaincaed/rstudio'>link</a>;<a href='https://raw.githubusercontent.com/captaincaed/rstudio/main/vibrant_ink_SB_2.rstheme'>link</a>;TRUE;<a href=''>link</a>;based on the built-in Vibrant Ink theme
Viridis;<a href='https://github.com/Z3tt/viridis-theme'>link</a>;<a href='https://raw.githubusercontent.com/Z3tt/viridis-theme/master/viridis.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/Z3tt/viridis-theme/master/img/viridis-theme-preview.png'>link</a>;based on the viridis color palette
Visual Studio Dark;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/Visual%20Studio%20Dark.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
VSC Dark Adwaita;<a href='https://github.com/aldomann/rsdarkthemes'>link</a>;<a href='https://raw.githubusercontent.com/aldomann/rsdarkthemes/master/inst/resources/vsc_dark_adwaita.rstheme'>link</a>;TRUE;<a href=''>link</a>;dark theme resembling VS Code
VSCode Theme;<a href='https://github.com/ellenxtan/customized_Rstudio_theme'>link</a>;<a href='https://raw.githubusercontent.com/ellenxtan/customized_Rstudio_theme/master/vscode.rstheme'>link</a>;TRUE;<a href=''>link</a>;customized RStudio theme to resemble VS Code
VScodeTheme;<a href='https://github.com/mattia-liuzzo/RStudio-VScode-theme'>link</a>;<a href='https://raw.githubusercontent.com/mattia-liuzzo/RStudio-VScode-theme/main/rs-vscode.rstheme'>link</a>;TRUE;<a href='https://user-images.githubusercontent.com/63495216/110667938-0f4d4b00-81cb-11eb-943e-f5951dbed137.png'>link</a>;inspired by VS Code's Dark+ theme, based on RStudio's built-in Tomorrow Night theme
Wombat;<a href='https://github.com/jealcalat/rstudio_themes'>link</a>;<a href='https://raw.githubusercontent.com/jealcalat/rstudio_themes/master/Wombat.rstheme'>link</a>;TRUE;<a href=''>link</a>;part of a collection of modified tmthemes
Yule RStudio;<a href='https://github.com/gadenbuie/yule-rstudio'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/yule-rstudio/master/Yule-RStudio.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/gadenbuie/yule-rstudio/master/images/floating-rstudio.png'>link</a>;a holiday theme for RStudio
Yule RStudio (Reduced Motion) {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/yule-rstudio-reduced-motion.rstheme'>link</a>;TRUE;<a href=''>link</a>;from the rsthemes package
Yule RStudio {rsthemes};<a href='https://github.com/gadenbuie/rsthemes/'>link</a>;<a href='https://raw.githubusercontent.com/gadenbuie/rsthemes/main/inst/themes/yule-rstudio-rsthemes.rstheme'>link</a>;TRUE;<a href=''>link</a>;from the rsthemes package
Zinogre;<a href='https://github.com/takemal-studio/RStudio_Zinogre_theme'>link</a>;<a href='https://raw.githubusercontent.com/takemal-studio/RStudio_Zinogre_theme/master/zinogre.rstheme'>link</a>;TRUE;<a href='https://raw.githubusercontent.com/takemal-studio/RStudio_Zinogre_theme/master/img/sample_code.png'>link</a>;modeled after a monster in the video game Monster Hunt
